m,TagName,
"2012-10-01 00:00:00","ruby","2247"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12178"
"2012-11-01 00:00:00","c++","6244"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13514"
"2012-11-01 00:00:00","javascript","12280"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11687"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2123"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10891"
"2012-12-01 00:00:00","c++","5662"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12338"
"2012-12-01 00:00:00","javascript","11686"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10965"
"2012-12-01 00:00:00","python","5728"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12693"
"2013-01-01 00:00:00","c++","6007"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13625"
"2013-01-01 00:00:00","javascript","13725"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12787"
"2013-01-01 00:00:00","python","6537"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2294"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12431"
"2013-02-01 00:00:00","c++","6033"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13604"
"2013-02-01 00:00:00","javascript","13561"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12437"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3411"
"2013-03-01 00:00:00","c#","14181"
"2013-03-01 00:00:00","c++","7146"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15812"
"2013-03-01 00:00:00","javascript","15211"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13996"
"2013-03-01 00:00:00","python","7583"
"2013-03-01 00:00:00","r","1838"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3512"
"2013-04-01 00:00:00","c#","13805"
"2013-04-01 00:00:00","c++","7078"
"2013-04-01 00:00:00","delphi","506"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16092"
"2013-04-01 00:00:00","javascript","15225"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13290"
"2013-04-01 00:00:00","python","7890"
"2013-04-01 00:00:00","r","1828"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3177"
"2013-05-01 00:00:00","c#","13355"
"2013-05-01 00:00:00","c++","6785"
"2013-05-01 00:00:00","delphi","525"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15122"
"2013-05-01 00:00:00","javascript","14953"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12971"
"2013-05-01 00:00:00","python","7771"
"2013-05-01 00:00:00","r","1772"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12679"
"2013-06-01 00:00:00","c++","6161"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13800"
"2013-06-01 00:00:00","javascript","14479"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12592"
"2013-06-01 00:00:00","python","7554"
"2013-06-01 00:00:00","r","1758"
"2013-06-01 00:00:00","ruby","2211"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2985"
"2013-07-01 00:00:00","c#","14044"
"2013-07-01 00:00:00","c++","6539"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15026"
"2013-07-01 00:00:00","javascript","16687"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14168"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2991"
"2013-08-01 00:00:00","c#","13741"
"2013-08-01 00:00:00","c++","6205"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14908"
"2013-08-01 00:00:00","javascript","16709"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14174"
"2013-08-01 00:00:00","python","7897"
"2013-08-01 00:00:00","r","1907"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3364"
"2013-09-01 00:00:00","c#","13630"
"2013-09-01 00:00:00","c++","6478"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16096"
"2013-09-01 00:00:00","javascript","17547"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14087"
"2013-09-01 00:00:00","python","7909"
"2013-09-01 00:00:00","r","1699"
"2013-09-01 00:00:00","ruby","2377"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4211"
"2013-10-01 00:00:00","c#","15069"
"2013-10-01 00:00:00","c++","7902"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18536"
"2013-10-01 00:00:00","javascript","19558"
"2013-10-01 00:00:00","perl","810"
"2013-10-01 00:00:00","php","15145"
"2013-10-01 00:00:00","python","9426"
"2013-10-01 00:00:00","r","2074"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4247"
"2013-11-01 00:00:00","c#","14469"
"2013-11-01 00:00:00","c++","8056"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18544"
"2013-11-01 00:00:00","javascript","18330"
"2013-11-01 00:00:00","perl","816"
"2013-11-01 00:00:00","php","14669"
"2013-11-01 00:00:00","python","9437"
"2013-11-01 00:00:00","r","2170"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13514"
"2013-12-01 00:00:00","c++","6953"
"2013-12-01 00:00:00","delphi","444"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17277"
"2013-12-01 00:00:00","javascript","17883"
"2013-12-01 00:00:00","perl","759"
"2013-12-01 00:00:00","php","14230"
"2013-12-01 00:00:00","python","8387"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2427"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3701"
"2014-01-01 00:00:00","c#","15208"
"2014-01-01 00:00:00","c++","7616"
"2014-01-01 00:00:00","delphi","484"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18506"
"2014-01-01 00:00:00","javascript","20941"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16577"
"2014-01-01 00:00:00","python","9787"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2745"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3948"
"2014-02-01 00:00:00","c#","15005"
"2014-02-01 00:00:00","c++","7600"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19047"
"2014-02-01 00:00:00","javascript","20967"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16301"
"2014-02-01 00:00:00","python","9835"
"2014-02-01 00:00:00","r","2608"
"2014-02-01 00:00:00","ruby","2588"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4526"
"2014-03-01 00:00:00","c#","16031"
"2014-03-01 00:00:00","c++","8599"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21720"
"2014-03-01 00:00:00","javascript","22473"
"2014-03-01 00:00:00","perl","905"
"2014-03-01 00:00:00","php","18103"
"2014-03-01 00:00:00","python","11348"
"2014-03-01 00:00:00","r","2785"
"2014-03-01 00:00:00","ruby","2936"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3969"
"2014-04-01 00:00:00","c#","15171"
"2014-04-01 00:00:00","c++","8058"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20625"
"2014-04-01 00:00:00","javascript","21247"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17424"
"2014-04-01 00:00:00","python","10667"
"2014-04-01 00:00:00","r","2712"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","326"
"2014-05-01 00:00:00","c","3228"
"2014-05-01 00:00:00","c#","13771"
"2014-05-01 00:00:00","c++","6712"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17752"
"2014-05-01 00:00:00","javascript","19586"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14567"
"2014-05-01 00:00:00","python","9171"
"2014-05-01 00:00:00","r","2572"
"2014-05-01 00:00:00","ruby","2666"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2745"
"2014-06-01 00:00:00","c#","12363"
"2014-06-01 00:00:00","c++","5602"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15740"
"2014-06-01 00:00:00","javascript","18127"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12826"
"2014-06-01 00:00:00","python","8852"
"2014-06-01 00:00:00","r","2382"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13537"
"2014-07-01 00:00:00","c++","6211"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17194"
"2014-07-01 00:00:00","javascript","19948"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14118"
"2014-07-01 00:00:00","python","9850"
"2014-07-01 00:00:00","r","2614"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2663"
"2014-08-01 00:00:00","c#","12385"
"2014-08-01 00:00:00","c++","5832"
"2014-08-01 00:00:00","delphi","420"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15582"
"2014-08-01 00:00:00","javascript","18288"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13065"
"2014-08-01 00:00:00","python","9057"
"2014-08-01 00:00:00","r","2448"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","274"
"2014-09-01 00:00:00","c","3209"
"2014-09-01 00:00:00","c#","12224"
"2014-09-01 00:00:00","c++","6131"
"2014-09-01 00:00:00","delphi","442"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16503"
"2014-09-01 00:00:00","javascript","17966"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13202"
"2014-09-01 00:00:00","python","8704"
"2014-09-01 00:00:00","r","2351"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1888"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3773"
"2014-10-01 00:00:00","c#","12445"
"2014-10-01 00:00:00","c++","6770"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17714"
"2014-10-01 00:00:00","javascript","18776"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13411"
"2014-10-01 00:00:00","python","9525"
"2014-10-01 00:00:00","r","2754"
"2014-10-01 00:00:00","ruby","2334"
"2014-10-01 00:00:00","swift","2451"
"2014-11-01 00:00:00","assembly","374"
"2014-11-01 00:00:00","c","3634"
"2014-11-01 00:00:00","c#","11763"
"2014-11-01 00:00:00","c++","6500"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17666"
"2014-11-01 00:00:00","javascript","17842"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12885"
"2014-11-01 00:00:00","python","9512"
"2014-11-01 00:00:00","r","2691"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2541"
"2014-12-01 00:00:00","assembly","318"
"2014-12-01 00:00:00","c","3136"
"2014-12-01 00:00:00","c#","10994"
"2014-12-01 00:00:00","c++","6024"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16217"
"2014-12-01 00:00:00","javascript","16858"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12177"
"2014-12-01 00:00:00","python","8992"
"2014-12-01 00:00:00","r","2346"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2471"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3197"
"2015-01-01 00:00:00","c#","11674"
"2015-01-01 00:00:00","c++","6091"
"2015-01-01 00:00:00","delphi","376"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16409"
"2015-01-01 00:00:00","javascript","18409"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13471"
"2015-01-01 00:00:00","python","9626"
"2015-01-01 00:00:00","r","2666"
"2015-01-01 00:00:00","ruby","2412"
"2015-01-01 00:00:00","swift","3035"
"2015-02-01 00:00:00","assembly","355"
"2015-02-01 00:00:00","c","3350"
"2015-02-01 00:00:00","c#","11727"
"2015-02-01 00:00:00","c++","6431"
"2015-02-01 00:00:00","delphi","409"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16635"
"2015-02-01 00:00:00","javascript","18539"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13394"
"2015-02-01 00:00:00","python","10146"
"2015-02-01 00:00:00","r","2949"
"2015-02-01 00:00:00","ruby","2253"
"2015-02-01 00:00:00","swift","3222"
"2015-03-01 00:00:00","assembly","379"
"2015-03-01 00:00:00","c","3901"
"2015-03-01 00:00:00","c#","13184"
"2015-03-01 00:00:00","c++","7347"
"2015-03-01 00:00:00","delphi","404"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19613"
"2015-03-01 00:00:00","javascript","20399"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14793"
"2015-03-01 00:00:00","python","11521"
"2015-03-01 00:00:00","r","3546"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3577"
"2015-04-01 00:00:00","assembly","432"
"2015-04-01 00:00:00","c","3935"
"2015-04-01 00:00:00","c#","13008"
"2015-04-01 00:00:00","c++","7101"
"2015-04-01 00:00:00","delphi","384"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19680"
"2015-04-01 00:00:00","javascript","20794"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14840"
"2015-04-01 00:00:00","python","11363"
"2015-04-01 00:00:00","r","3307"
"2015-04-01 00:00:00","ruby","2493"
"2015-04-01 00:00:00","swift","3998"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3506"
"2015-05-01 00:00:00","c#","13287"
"2015-05-01 00:00:00","c++","6780"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18413"
"2015-05-01 00:00:00","javascript","22021"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14449"
"2015-05-01 00:00:00","python","11164"
"2015-05-01 00:00:00","r","3407"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3777"
"2015-06-01 00:00:00","assembly","264"
"2015-06-01 00:00:00","c","3151"
"2015-06-01 00:00:00","c#","13464"
"2015-06-01 00:00:00","c++","6488"
"2015-06-01 00:00:00","delphi","386"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17732"
"2015-06-01 00:00:00","javascript","22491"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14245"
"2015-06-01 00:00:00","python","11728"
"2015-06-01 00:00:00","r","3407"
"2015-06-01 00:00:00","ruby","2569"
"2015-06-01 00:00:00","swift","4310"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2801"
"2015-07-01 00:00:00","c#","14043"
"2015-07-01 00:00:00","c++","6668"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18560"
"2015-07-01 00:00:00","javascript","23832"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15239"
"2015-07-01 00:00:00","python","12253"
"2015-07-01 00:00:00","r","3965"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5128"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13163"
"2015-08-01 00:00:00","c++","5852"
"2015-08-01 00:00:00","delphi","384"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16985"
"2015-08-01 00:00:00","javascript","22034"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14122"
"2015-08-01 00:00:00","python","11173"
"2015-08-01 00:00:00","r","3489"
"2015-08-01 00:00:00","ruby","2306"
"2015-08-01 00:00:00","swift","5068"
"2015-09-01 00:00:00","assembly","255"
"2015-09-01 00:00:00","c","3075"
"2015-09-01 00:00:00","c#","12872"
"2015-09-01 00:00:00","c++","5887"
"2015-09-01 00:00:00","delphi","356"
"2015-09-01 00:00:00","go","417"
"2015-09-01 00:00:00","java","16830"
"2015-09-01 00:00:00","javascript","21287"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13400"
"2015-09-01 00:00:00","python","10915"
"2015-09-01 00:00:00","r","3315"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4530"
"2015-10-01 00:00:00","assembly","427"
"2015-10-01 00:00:00","c","3662"
"2015-10-01 00:00:00","c#","12735"
"2015-10-01 00:00:00","c++","7016"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","422"
"2015-10-01 00:00:00","java","18414"
"2015-10-01 00:00:00","javascript","21698"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13791"
"2015-10-01 00:00:00","python","12431"
"2015-10-01 00:00:00","r","3650"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4279"
"2015-11-01 00:00:00","assembly","399"
"2015-11-01 00:00:00","c","3593"
"2015-11-01 00:00:00","c#","12322"
"2015-11-01 00:00:00","c++","7054"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17667"
"2015-11-01 00:00:00","javascript","21150"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13190"
"2015-11-01 00:00:00","python","12229"
"2015-11-01 00:00:00","r","3522"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3080"
"2015-12-01 00:00:00","c#","12082"
"2015-12-01 00:00:00","c++","6537"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","417"
"2015-12-01 00:00:00","java","16454"
"2015-12-01 00:00:00","javascript","20973"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13605"
"2015-12-01 00:00:00","python","11600"
"2015-12-01 00:00:00","r","3170"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4359"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3032"
"2016-01-01 00:00:00","c#","12322"
"2016-01-01 00:00:00","c++","6080"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16552"
"2016-01-01 00:00:00","javascript","22421"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14434"
"2016-01-01 00:00:00","python","12310"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4767"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3264"
"2016-02-01 00:00:00","c#","12691"
"2016-02-01 00:00:00","c++","6534"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17762"
"2016-02-01 00:00:00","javascript","22363"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14777"
"2016-02-01 00:00:00","python","13214"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4734"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13552"
"2016-03-01 00:00:00","c++","6992"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19786"
"2016-03-01 00:00:00","javascript","23971"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15001"
"2016-03-01 00:00:00","python","14019"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3346"
"2016-04-01 00:00:00","c#","13658"
"2016-04-01 00:00:00","c++","6869"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19391"
"2016-04-01 00:00:00","javascript","23339"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14354"
"2016-04-01 00:00:00","python","13583"
"2016-04-01 00:00:00","r","4115"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4733"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2715"
"2016-05-01 00:00:00","c#","13445"
"2016-05-01 00:00:00","c++","6110"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16933"
"2016-05-01 00:00:00","javascript","22882"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14339"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2290"
"2016-06-01 00:00:00","c#","13014"
"2016-06-01 00:00:00","c++","5690"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15860"
"2016-06-01 00:00:00","javascript","22056"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13536"
"2016-06-01 00:00:00","python","12866"
"2016-06-01 00:00:00","r","3850"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2340"
"2016-07-01 00:00:00","c#","11940"
"2016-07-01 00:00:00","c++","5443"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14873"
"2016-07-01 00:00:00","javascript","22088"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12827"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3739"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2199"
"2016-08-01 00:00:00","c#","12677"
"2016-08-01 00:00:00","c++","5001"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","566"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22566"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12820"
"2016-08-01 00:00:00","python","12871"
"2016-08-01 00:00:00","r","3779"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4886"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2498"
"2016-09-01 00:00:00","c#","11058"
"2016-09-01 00:00:00","c++","5119"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14588"
"2016-09-01 00:00:00","javascript","20336"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12037"
"2016-09-01 00:00:00","python","12295"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11420"
"2016-10-01 00:00:00","c++","5950"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15252"
"2016-10-01 00:00:00","javascript","20346"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12156"
"2016-10-01 00:00:00","python","13459"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3252"
"2016-11-01 00:00:00","c#","11611"
"2016-11-01 00:00:00","c++","6044"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15585"
